name_en	name_zh
Glyph of Totem of Wrath	愤怒图腾雕文
Glyph of Tricks of the Trade	嫁祸雕文
Glyph of Trueshot Aura	强击光环雕文
Glyph of Turn Evil	驱邪雕文
Glyph of Typhoon	台风雕文
Glyph of Unbreakable Armor	坚不可摧护甲雕文
Glyph of Unburdened Rebirth	无重负复生雕文
Glyph of Unending Breath	无尽呼吸雕文
Glyph of Unholy Blight	邪疫雕文
Glyph of Unstable Affliction	不稳定的痛苦雕文
Glyph of Vampiric Blood	吸血鬼之血雕文
Glyph of Vanish	消失雕文
Glyph of Victory Rush	胜利冲锋雕文
Glyph of Vigilance	警戒雕文
Glyph of Vigor	活力雕文
Glyph of Voidwalker	虚无行者雕文
Glyph of Volley	齐射雕文
Glyph of Water Breathing	水下呼吸雕文
Glyph of Water Elemental	水元素雕文
Glyph of Water Mastery	水之掌握雕文
Glyph of Water Shield	水之护盾雕文
Glyph of Water Walking	水面行走雕文
Glyph of Whirlwind	旋风斩雕文
Glyph of Wild Growth	野性成长雕文
Glyph of Windfury Weapon	风怒武器雕文
Glyph of Wrath	愤怒雕文
Glyph of Wyvern Sting	翼龙钉刺雕文
Glyph of the Beast	野兽雕文
Glyph of the Ghoul	食尸鬼雕文
Glyph of the Hawk	雄鹰雕文
Glyph of the Pack	豹群雕文
Glyph of the Penguin	企鹅雕文
Glyph of the Wild	野性雕文
Glyph of the Wise	贤者雕文
Gnomish Army Knife	侏儒军刀
Gnomish Flame Turret	侏儒火焰炮塔
Gnomish Poultryizer	侏儒禽类变形器
Gnomish Tonk Controller	侏儒坦克控制器
Gnomish X-Ray Specs	侏儒X光眼镜
Goblin Beam Welder	地精光束焊枪
Goblin Rocket Launcher	地精火箭发射器
Goblin Tonk Controller	地精坦克控制器
Golden Draenite Ring	金色德莱尼戒指
Golden Dragon Ring	金色龙戒
Golden Dragonstrike Breastplate	金色龙击胸甲
Golden Fish Sticks	金色鱼棒
Golden Ring of Power	金色力量戒指
Golden Spellthread	金色法术线
Gordok Ogre Suit	戈多克食人魔套装
Great Dawnstone	大晨光石
Great Earthforged Hammer	大地铸造巨锤
Great Feast	大型盛宴
Great Golden Draenite	大金色德莱尼石
Great Lionseye	大狮眼石
Greater Catseye Elixir	强效猫眼药剂
Greater Darkmoon Card	强效暗月卡
Greater Rune of Warding	强效防护符文
Greater Ward of Shielding	强效防护护盾
Greaves of Shackled Souls	灵魂枷锁护胫
Green Iron Shield	绿铁盾
Green Lumberjack Shirt	绿色伐木工衬衫
Green Rocket Cluster	绿色火箭集束
Green Smoke Flare	绿色烟雾信号
Green Winter Clothes	绿色冬季服装
Green Workman's Shirt	绿色工人衬衫
Greensight Gogs	绿视护目镜
Grilled Bonescale	烤骨鳞鱼
Grilled Mudfish	烤泥鱼
Grilled Sculpin	烤鲉鱼
Guardian's Alchemist Stone	守护者的炼金石
Guardian's Dreadstone	守护者的恐惧石
Guardian's Shadow Crystal	守护者的暗影水晶
Guardian's Twilight Opal	守护者的暮光蛋白石
Guru's Elixir	大师药剂
Gyro-balanced Khorium Destroyer	陀螺克希矿毁灭者
Haliscan Jacket	哈里斯坎外套
Haliscan Pantaloons	哈里斯坎长裤
Hammer Pick	铁锤镐
Hammer of Righteous Might	正义之锤
Hand of Eternity	永恒之手
Handful of Cobalt Bolts	一堆钴蓝螺栓
Handful of Fel Iron Bolts	一堆魔铁螺栓
Hands of Eternal Light	永恒圣光之手
Hard Khorium Band	硬化克希戒指
Hard Khorium Battlefists	硬化克希战斗拳套
Hard Khorium Battleplate	硬化克希战甲
Hard Khorium Choker	硬化克希项圈
Hard Khorium Goggles	硬化克希护目镜
Hardened Adamantite Tube	硬化精金管
Haste Potion	急速药水
Hat of Wintry Doom	寒冬末日之帽
Haunted Herring	鬼魂缠身的鲱鱼
Healing Injector Kit	治疗注射器
Healing Potion Injector	治疗药水注射器
Heartseeker Scope	追心瞄准镜
Hearty Rhino	丰盛犀牛
Heavy Adamantite Ring	厚重精金戒指
Heavy Basilisk Scale Chestplate	厚重石化蜥蜴鳞胸甲
Heavy Borean Armor Kit	厚重北风护甲
Heavy Borean Leather	厚重北风苔原皮革
Heavy Clefthoof Boots	厚重裂蹄兽长靴
Heavy Clefthoof Leggings	厚重裂蹄兽护腿
Heavy Clefthoof Vest	厚重裂蹄兽外套
Heavy Copper Longsword	厚重铜制长剑
Heavy Copper Ring	厚重铜戒
Heavy Copper Shield	厚重铜盾
Heavy Earthforged Breastplate	厚重大地铸造胸甲
Heavy Felsteel Ring	厚重魔钢戒指
Heavy Frostweave Bandage	厚重冰纹布绷带
Heavy Golden Necklace of Battle	厚重金色战斗项链
Heavy Iron Knuckles	厚重铁制指节
Heavy Jade Ring	厚重碧玉戒指
Heavy Knothide Armor Kit	厚重节皮护甲
Heavy Knothide Leather	厚重节皮
Heavy Mithril Shield	厚重秘银盾
Heavy Netherweave Bandage	厚重虚空纹布绷带
Heavy Netherweave Net	厚重虚空纹布网
Heavy Obsidian Belt	厚重黑曜石腰带
Heavy Silver Ring	厚重银戒
Heavy Wrapped Belt	厚重缠绕腰带
Hellfire Tome	地狱火之书
Hellfrozen Bonegrinders	冰封地狱碎骨器
Helm of Command	命令头盔
Helm of the Stalwart Defender	坚定守护者头盔
Heroic Potion	英勇药水
High Elven Shield	高等精灵之盾
High-powered Flashlight	高功率手电筒
Holy Guard	神圣守护
Honed Cobalt Cleaver	磨锋钴蓝切刀
Honey Butter Bread	蜂蜜黄油面包
Hood of Primal Life	原始生命兜帽
Horned Cobalt Helm	有角钴蓝头盔
Hot Apple Cider	热苹果酒
Hot Buttered Trout	热黄油鳟鱼
Hot Coal Cheaters	热煤透视镜
Hunter's Ink	猎人墨水
Hurricane Boots	飓风长靴
Hyper Focused Goggles	超专注护目镜
Hyper-Magnified Moon Specs	超放大月光眼镜
Hyper-Radiant Flame Reflector	超辐射火焰反射器
Hyper-Vision Goggles	超视护目镜
Ice Striker's Cloak	冰击披风
Icebane Bracers	冰克星护腕
Icebane Breastplate	冰克星胸甲
Icebane Chestguard	冰克星胸甲
Icebane Gauntlets	冰克星护手
Icebane Girdle	冰克星腰带
Icebane Treads	冰克星长靴
Iceblade Arrow	冰刃之箭
Iceborne Belt	冰晶腰带
Iceborne Boots	冰晶长靴
Iceborne Chestguard	冰晶胸甲
Iceborne Gloves	冰晶手套
Iceborne Helm	冰晶头盔
Iceborne Leggings	冰晶护腿
Iceborne Shoulderpads	冰晶护肩
Iceborne Wristguards	冰晶护腕
Iceguard Breastplate	冰卫胸甲
Iceguard Helm	冰卫头盔
Iceguard Leggings	冰卫护腿
Icescale Leg Armor	冰鳞护腿
Icy Blasting Primers	冰冷爆破起爆器
Icy Mana Potion	冰冷法力药水
Icy Prism	冰棱镜
Icy Scale Belt	冰鳞腰带
Icy Scale Boots	冰鳞长靴
Icy Scale Bracers	冰鳞护腕
Icy Scale Breastplate	冰鳞胸甲
Icy Scale Chestguard	冰鳞胸甲
Icy Scale Gauntlets	冰鳞护手
Idol	神像
Imbued Netherweave Bag	魔化虚空纹布袋
Imbued Netherweave Boots	魔化虚空纹布长靴
Imbued Netherweave Pants	魔化虚空纹布长裤
Imbued Netherweave Robe	魔化虚空纹布长袍
Imbued Netherweave Tunic	魔化虚空纹布外套
Impassive Skyflare Diamond	冷漠苍炎钻石
Imperial Manta Steak	帝王蝠鲼排
Impermeable Boots	不透长靴
Improved Barkskin (Passive)	强化树皮术（被动）
Indestructible Alchemist Stone	坚不可摧的炼金石
Indestructible Plate Girdle	坚不可摧板甲腰带
Indestructible Potion	坚不可摧药水
Infernal Scaling 01	地狱火成长 01
Infernal Scaling 02	地狱火成长 02
Infernal Scaling 03	地狱火成长 03
Infernal Scaling 04	地狱火成长 04
Infused Bag	魔化之袋
Infused Dreadstone	魔化的恐惧石
Infused Nightseye	魔化的夜眼
Infused Shadow Crystal	魔化的暗影水晶
Infused Shadow Draenite	魔化的暗影德莱尼石
Infused Shadowsong Amethyst	魔化的暗影歌紫晶
Infused Twilight Opal	魔化的暮光蛋白石
Ink of the Sea	海之墨水
Ink of the Sky	天空墨水
Inlaid Malachite Ring	镶嵌孔雀石戒指
Insane Strength Potion	疯狂力量药水
Inscribed Ametrine	铭文的紫翠玉
Inscribed Flame Spessarite	铭文的火焰锰铝榴石
Inscribed Huge Citrine	铭文的巨型黄水晶
Inscribed Monarch Topaz	铭文的帝王托帕石
Inscribed Noble Topaz	铭文的高贵托帕石
Inscribed Pyrestone	铭文的炙光石
Insightful Earthsiege Diamond	洞察地震钻石
Insightful Earthstorm Diamond	洞察大地风暴钻石
Intricate Dark Jade	错综的黑碧玉
Intricate Eye of Zul	错综的祖尔之眼
Intricate Forest Emerald	错综的森林翡翠
Invigorating Earthsiege Diamond	活力地震钻石
Iridescent Knuckles	虹彩指节
Iron-bound Tome	铁束之书
Ironshield Potion	铁盾药水
Ironvine Belt	铁藤腰带
Ironvine Breastplate	铁藤胸甲
Ironvine Gloves	铁藤手套
Ironweb Cloak	铁网披风
Jade Dagger Pendant	碧玉匕首坠饰
Jade Pendant of Blasting	爆击碧玉坠饰
Jade Ring of Slaying	屠戮碧玉戒指
Jadefire Ink	玉焰墨水
Jagged Dark Jade	锋利的黑碧玉
Jagged Deep Peridot	锋利的深邃橄榄石
Jagged Eye of Zul	锋利的祖尔之眼
Jagged Forest Emerald	锋利的森林翡翠
Jagged Obsidian Shield	锋利黑曜石之盾
Jagged Seaspray Emerald	锋利的海沫翡翠
Jagged Talasite	锋利的塔拉斯石
Jeeves	吉维斯
Jormscale Footpads	约尔曼鳞软靴
Jormungar Leg Armor	约尔曼加护腿
Journeyman Riding	熟练级骑术
Judgement Anti-Parry/Dodge Passive	审判反招架/躲闪被动
Judgement of Vengeance	复仇审判
Juicy Bear Burger	多汁熊肉汉堡
Justicebringer 2000 Specs	正义使者2000眼镜
Justicebringer 3000 Specs	正义使者3000眼镜
Kailee's Rose	凯莉的玫瑰
Khorium Band of Frost	克希冰霜戒指
Khorium Band of Leaves	克希树叶戒指
Khorium Band of Shadows	克希暗影戒指
Khorium Belt	克希腰带
Khorium Boots	克希长靴
Khorium Champion	克希勇士
Khorium Inferno Band	克希地狱火戒指
Khorium Pants	克希长裤
Khorium Power Core	克希能量核心
Khorium Scope	克希瞄准镜
Kibler's Bits	基布勒的小零食
Knothide Ammo Pouch	节皮弹药袋
Knothide Armor Kit	节皮护甲
Knothide Leather	节皮
Knothide Quiver	节皮箭袋
Kungaloosh	孔古洛什
Lambent Dark Jade	闪亮的黑碧玉
Lambent Eye of Zul	闪亮的祖尔之眼
Lambent Forest Emerald	闪亮的森林翡翠
Language Draenei	德莱尼语
Large Blue Rocket	大蓝色火箭
Large Blue Rocket Cluster	大蓝色火箭集束
Large Green Rocket	大绿色火箭
Large Green Rocket Cluster	大绿色火箭集束
Large Red Rocket	大红色火箭
Large Red Rocket Cluster	大红色火箭集束
Last Week's Mammoth	上周的猛犸
Lava Boots	熔岩长靴
Lava Bracers	熔岩护腕
Lava Chestguard	熔岩胸甲
Lava Gauntlets	熔岩护手
Lava Helm	熔岩头盔
Lava Leggings	熔岩护腿
Lavaforged Warhammer	熔岩铸造战锤
Leather Armor Components	皮甲组件
Leather Chestguard of the Sun	太阳之皮胸甲
Leather Gauntlets of the Sun	太阳之皮护手
Leatherworker's Satchel	制皮工小包
Leggings of Dazzling Light	炫目之光护腿
Leggings of Visceral Strikes	脏腑打击护腿
Leggings of Woven Death	编织死亡护腿
Legplates of Conquest	征服腿铠
Legplates of Painful Death	痛苦死亡腿铠
Legwraps of Unleashed Nature	释放自然护腿
Lesser Flask of Resistance	初级抗性合剂
Lesser Flask of Toughness	初级坚韧合剂
Lesser Nether Wand	初级虚空魔棒
Lesser Rune of Warding	初级防护符文
Lesser Ward of Shielding	初级防护护盾
Lesson of the Doom Lord	末日领主之学
Ley-Stabilized Arcane Reflector	脉能稳定奥术反射器
Libram	圣契
Lifeblood Belt	生命之血腰带
Lifeblood Bracers	生命之血护腕
Lifeblood Leggings	生命之血护腿
Light Blessed Mittens	轻型神佑手套
Light Obsidian Belt	轻型黑曜石腰带
Lightning Etched Specs	闪电刻印眼镜
Lightning Grounded Boots	闪电接地长靴
Lightning-Infused Leggings	闪电灌注护腿
Lightweave Leggings	光纹护腿
Lion's Ink	狮子墨水
Lionheart Blade	雄狮之刃
Lionheart Champion	雄狮勇士
Lionheart Executioner	雄狮处决者
Living Cloak	生命披风
Living Crystal Breastplate	生命水晶胸甲
Living Dragonscale Helm	生命龙鳞头盔
Living Earth Bindings	生命大地束带
Living Earth Shoulders	生命大地护肩
Living Helm	生命头盔
Living Replicator Specs	生命复制眼镜
Living Ruby Pendant	生命红宝石坠饰
Lizard King's Hide	蜥蜴王之皮
Lobster Roll	龙虾卷
Loop of Forged Power	锻造力量指环
Lucent Ametrine	明亮的紫翠玉
Lucent Huge Citrine	明亮的巨型黄水晶
Lucent Monarch Topaz	明亮的帝王托帕石
Luminous Ametrine	夺目的紫翠玉
Luminous Flame Spessarite	夺目的火焰锰铝榴石
Luminous Huge Citrine	夺目的巨型黄水晶
Luminous Monarch Topaz	夺目的帝王托帕石
Luminous Noble Topaz	夺目的高贵托帕石
Luminous Pyrestone	夺目的炙光石
Lunar Crescent	月弯
Lustrous Azure Moonstone	光辉碧空月长石
Lustrous Chalcedony	光辉玉髓
Lustrous Dragon's Eye	光辉龙眼石
Lustrous Empyrean Sapphire	光辉苍穹蓝宝石
Lustrous Majestic Zircon	光辉王者锆石
Lustrous Sky Sapphire	光辉苍蓝蓝宝石
Lustrous Star of Elune	光辉艾露恩之星
Lynx Steak	猞猁排
MOLL-E	MOLL-E邮件机器人
Mad Alchemist's Potion	疯狂炼金师药水
Maelstrom Ready!	漩涡就绪！
Magical Components	魔法组件
Magister's Armor Kit	魔导师护甲
Magnified Moon Specs	放大月光眼镜
Mail Armor Components	锁甲组件
Major Arcane Protection Potion	强效奥术防护药水
Major Dreamless Sleep Potion	强效无梦沉睡药水
Major Fire Protection Potion	强效火焰防护药水
Major Frost Protection Potion	强效冰霜防护药水
Major Holy Protection Potion	强效神圣防护药水
Major Nature Protection Potion	强效自然防护药水
Major Shadow Protection Potion	强效暗影防护药水
Malachite Pendant	孔雀石坠饰
Malistar's Revenge	玛利斯塔的复仇
Mammoth Cutters	猛犸切割者
Mammoth Meal	猛犸大餐
Mammoth Mining Bag	猛犸采矿袋
Mana Injector Kit	法力注射器
Mana Potion Injector	法力药水注射器
Manaweave Cloak	魔力编织披风
Mantle of Nimble Thought	敏锐思维披肩
Manual of Clouds	云海手册
Mayhem Projection Goggles	浩劫投影护目镜
Mechanized Snow Goggles	机械化雪地护目镜
Mega Mammoth Meal	超大猛犸大餐
Mercurial Adamantite	水银精金
Mercurial Alchemist Stone	水银炼金石
Mercurial Stone	水银之石
Metal Armor Components	金属护甲组件
Midnight Ink	午夜墨水
Mighty Alchemist Stone	雄伟炼金石
Mighty Arcane Protection Potion	雄伟奥术防护药水
Mighty Fire Protection Potion	雄伟火焰防护药水
Mighty Frost Protection Potion	雄伟冰霜防护药水
Mighty Nature Protection Potion	雄伟自然防护药水
Mighty Rhino Dogs	雄伟犀牛肉狗
Mighty Shadow Protection Potion	雄伟暗影防护药水
Misty Dark Jade	迷雾的黑碧玉
Misty Eye of Zul	迷雾的祖尔之眼
Misty Forest Emerald	迷雾的森林翡翠
Mithril Filigree	秘银丝线
Mok'Nathal Shortribs	莫克纳萨肋排
Molten Skullfish	熔火头骨鱼
Monarch Crab	帝王螃蟹
Monsoon Belt	季风腰带
Mooncleaver	破月者
Moonglow Ink	月光墨水
Moonlight Gloves	月光手套
Moonshroud	月纱
Moonshroud Gloves	月纱手套
Moonshroud Robe	月纱长袍
Moonsoul Crown	月魂王冠
Murloc Scale Gloves	鱼人鳞甲手套
Mycah's Botanical Bag	麦卡的植物袋
Mysterious Bag	神秘之袋
Mysterious Dreadstone	神秘的恐惧石
Mysterious Shadow Crystal	神秘的暗影水晶
Mysterious Tarot	神秘塔罗
Mysterious Twilight Opal	神秘的暮光蛋白石
Mystic Autumn's Glow	神秘秋光石
Mystic Dawnstone	神秘晨光石
Mystic Dragon's Eye	神秘龙眼石
Mystic Frostwoven Robe	神秘霜织长袍
Mystic Frostwoven Shoulders	神秘霜织护肩
Mystic Frostwoven Wristwraps	神秘霜织护腕
Mystic King's Amber	神秘帝王黄水晶
Mystic Lionseye	神秘狮眼石
Mystic Spellthread	神秘法术线
Mystic Sun Crystal	神秘阳光水晶
Mystic Tome	神秘之书
Mystical Skyfire Diamond	神秘苍火钻石
Nature Armor Kit	自然护甲
Necklace of the Deep	深海项链
Necklace of the Diamond Tower	钻石之塔项链
Nerubian Belt	蛛魔腰带
Nerubian Boots	蛛魔长靴
Nerubian Bracers	蛛魔护腕
Nerubian Chestguard	蛛魔胸甲
Nerubian Gloves	蛛魔手套
Nerubian Helm	蛛魔头盔
Nerubian Leg Armor	蛛魔护腿
Nerubian Legguards	蛛魔腿铠
Nerubian Reinforced Quiver	蛛魔加固箭袋
Nerubian Shoulders	蛛魔护肩
Nesingwary 4000	奈辛瓦里4000
Nether Chain Shirt	虚空锁链衬衣
Nethercleft Leg Armor	虚空裂隙护腿
Nethercobra Leg Armor	虚空眼镜蛇护腿
Netherdrake Gloves	虚空幼龙手套
Netherdrake Helm	虚空幼龙头盔
Netherflame Belt	虚空烈焰腰带
Netherflame Boots	虚空烈焰长靴
Netherflame Robe	虚空烈焰长袍
Netherfury Belt	虚空狂怒腰带
Netherfury Boots	虚空狂怒长靴
Netherfury Leggings	虚空狂怒护腿
Netherscale Ammo Pouch	虚空鳞弹药袋
Netherstrike Belt	虚空打击腰带
Netherstrike Bracers	虚空打击护腕
Netherstrike Breastplate	虚空打击胸甲
Netherweave Bag	虚空纹布袋
Netherweave Bandage	虚空纹布绷带
Netherweave Belt	虚空纹布腰带
Netherweave Boots	虚空纹布长靴
Netherweave Bracers	虚空纹布护腕
Netherweave Gloves	虚空纹布手套
Netherweave Net	虚空纹布网
Netherweave Pants	虚空纹布长裤
Netherweave Robe	虚空纹布长袍
Netherweave Tunic	虚空纹布外套
Nigh-Invulnerability Belt	准无敌腰带
Night's End	终夜
Nightmare Catcher	梦魇捕捉者
Nightmare Tear	梦魇泪珠
Nightshock Girdle	夜击腰带
Nightshock Hood	夜击兜帽
Noise Machine	噪音机器
Northern Stew	北方炖肉
Notched Cobalt War Axe	锋刃钴蓝战斧
Oathkeeper's Helm	守誓头盔
Obsidian Mail Tunic	黑曜石锁子甲
Offensive State (DND)	攻击状态（切勿使用）
Onslaught Elixir	突袭药剂
Onslaught Ring	突袭戒指
Onyxia Scale Leggings	奥妮克希亚鳞护腿
Onyxia Scale Mask	奥妮克希亚鳞面具
Onyxia Scale Shield	奥妮克希亚鳞盾
Onyxian Hood	奥妮克希亚兜帽
Opal Necklace of Impact	冲击蛋白石项链
Opaque Dark Jade	不透明的黑碧玉
Opaque Eye of Zul	不透明的祖尔之眼
Opaque Forest Emerald	不透明的森林翡翠
Orb of Calamity	灾难之球
Ornate Khorium Rifle	华丽克希步枪
Ornate Saronite Bracers	华丽萨隆邪铁护腕
Ornate Saronite Gauntlets	华丽萨隆邪铁护手
Ornate Saronite Hauberk	华丽萨隆邪铁胸甲
Ornate Saronite Legplates	华丽萨隆邪铁腿铠
Ornate Saronite Pauldrons	华丽萨隆邪铁肩甲
Ornate Saronite Skullshield	华丽萨隆邪铁头盔
Ornate Saronite Waistguard	华丽萨隆邪铁腰带
Ornate Saronite Walkers	华丽萨隆邪铁长靴
Ornate Tigerseye Necklace	华丽虎眼石项链
Overcast Belt	乌云腰带
Overcast Boots	乌云长靴
Overcast Bracers	乌云护腕
Overcast Chestguard	乌云胸甲
Overcast Handwraps	乌云手套
Overcast Headguard	乌云头盔
Overcast Leggings	乌云护腿
Overcast Spaulders	乌云护肩
Overcharged Capacitor	过载电容器
Overkill - aura remove spell	过度杀戮 - 光环移除法术
Pack of Endless Pockets	无尽口袋背包
Pearl Encrusted Shoulders	珍珠镶嵌护肩
Pendant of Frozen Flame	冰火坠饰
Pendant of Shadow's End	暗影终结坠饰
Pendant of Sunfire	阳炎坠饰
Pendant of Thawing	消融坠饰
Pendant of Withering	枯萎坠饰
Pendant of the Agate Shield	玛瑙之盾坠饰
Pendant of the Null Rune	无效符文坠饰
Persistent Earthsiege Diamond	坚持地震钻石
Persuader	劝服者
Pet Scaling - Armor Pct	宠物成长 - 护甲%
Pet Scaling - Attack Speed	宠物成长 - 攻速
Pet Scaling - Crit	宠物成长 - 暴击
Pet Scaling - Damage Pct	宠物成长 - 伤害%
Pet Scaling - Dodge	宠物成长 - 躲闪
Pet Scaling - Focus Regen	宠物成长 - 集中回复
Pet Scaling - Health Pct	宠物成长 - 生命%
Pet Scaling - Hit Chance	宠物成长 - 命中
Pet Scaling - Movement Speed	宠物成长 - 移动速度
Pickled Fangtooth	腌渍尖牙鱼
Pillars of Might	力量之柱
Pirate's Parley	海盗交谈
Plate Girdle of Righteousness	正义板甲腰带
Poached Bluefish
Poached Bluefish	水煮蓝鱼
Poached Nettlefish	水煮荨麻鱼
Poached Northern Sculpin	水煮北地鲉鱼
Polar Boots	极地长靴
Polar Bracers	极地护腕
Polar Cord	极地腰带
Polar Gloves	极地手套
Polar Tunic	极地外套
Polar Vest	极地背心
Potent Ametrine	强效的紫翠玉
Potent Flame Spessarite	强效的火焰锰铝榴石
Potent Huge Citrine	强效的巨型黄水晶
Potent Monarch Topaz	强效的帝王托帕石
Potent Noble Topaz	强效的高贵托帕石
Potent Pyrestone	强效的炙光石
Potion of Anti-Magic	反魔法药水
Potion of Nightmares	梦魇药水
Potion of Plagueward	瘟疫防护药水
Potion of Speed	速度药水
Potion of Wild Magic	野性魔法药水
Power Amplification Goggles	能量放大护目镜
Powerful Earthsiege Diamond	强力地震钻石
Powerful Earthstorm Diamond	强力大地风暴钻石
Powerful Rejuvenation Potion	强力回春药水
Powerheal 4000 Lens	Powerheal 4000 透镜
Powerheal 9000 Lens	Powerheal 9000 透镜
Precise Bloodstone	精密的血石
Precise Cardinal Ruby	精密的红宝石
Precise Dragon's Eye	精密的龙眼石
Precise Scarlet Ruby	精密的血色红宝石
Primal Mooncloth Bag	原始月布袋
Primal Mooncloth Belt	原始月布腰带
Primal Mooncloth Robe	原始月布长袍
Primal Mooncloth Shoulders	原始月布护肩
Primal-Attuned Goggles	原始协调护目镜
Primalstorm Breastplate	原始风暴胸甲
Primalstrike Belt	原始打击腰带
Primalstrike Bracers	原始打击护腕
Primalstrike Vest	原始打击外套
Pristine Ametrine	原始的紫翠玉
Pristine Black Diamond Amulet	原始黑钻石护符
Pristine Huge Citrine	原始的巨型黄水晶
Pristine Monarch Topaz	原始的帝王托帕石
Protectors of Life	生命守护者
Protein Shake	蛋白奶昔
Puissant Dreadstone	强力的恐惧石
Puissant Shadow Crystal	强力的暗影水晶
Puissant Twilight Opal	强力的暮光蛋白石
Pure Silver Shield	纯银之盾
Purehorn Spaulders	纯角护肩
Puresteel Legplates	纯钢腿铠
Purified Dreadstone	净化的恐惧石
Purified Jaggal Pearl	净化贾加尔珍珠
Purified Shadow Crystal	净化的暗影水晶
Purified Shadow Pearl	净化暗影珍珠
Purified Shadowsong Amethyst	净化的暗影歌紫晶
Purified Twilight Opal	净化的暮光蛋白石
Purple Smoke Flare	紫色烟雾信号
Pygmy Oil	侏儒之油
QA Debug Arcane Spell - 1000 Damage	QA调试奥术法术 - 1000伤害
QA Debug Fire Spell - 1000 Damage	QA调试火焰法术 - 1000伤害
QA Debug Frost Spell - 1000 Damage	QA调试冰霜法术 - 1000伤害
QA Debug Holy Spell - 1000 Damage	QA调试神圣法术 - 1000伤害
QA Debug Nature Spell - 1000 Damage	QA调试自然法术 - 1000伤害
QA Debug Shadow Spell - 1000 Damage	QA调试暗影法术 - 1000伤害
Quad Deathblow X44 Goggles	四倍死亡打击X44护目镜
Quel'dorei Glaive	奎尔多雷战刃
Quick Autumn's Glow	迅捷秋光石
Quick Bronze Dagger	迅捷青铜匕首
Quick Dawnstone	迅捷晨光石
Quick Dragon's Eye	迅捷龙眼石
Quick King's Amber	迅捷帝王黄水晶
Quick Laser Goggles	迅捷激光护目镜
Quick Lionseye	迅捷狮眼石
Quick Sun Crystal	迅捷阳光水晶
Quiver of a Thousand Feathers	千羽之箭袋
Radiant Dark Jade	光芒的黑碧玉
Radiant Deep Peridot	光芒的深邃橄榄石
Radiant Eye of Zul	光芒的祖尔之眼
Radiant Forest Emerald	光芒的森林翡翠
Radiant Seaspray Emerald	光芒的海沫翡翠
Radiant Talasite	光芒的塔拉斯石
Ragesteel Breastplate	狂怒之钢胸甲
Ragesteel Gloves	狂怒之钢手套
Ragesteel Helm	狂怒之钢头盔
Ragesteel Shoulders	狂怒之钢护肩
Ravager Dog	掠食者肉狗
Razorstrike Breastplate	剃刀打击胸甲
Reckless Ametrine	鲁莽的紫翠玉
Reckless Huge Citrine	鲁莽的巨型黄水晶
Reckless Monarch Topaz	鲁莽的帝王托帕石
Reckless Noble Topaz	鲁莽的高贵托帕石
Reckless Pyrestone	鲁莽的炙光石
Red Belt of Battle	红色战斗腰带
Red Dragonscale Boots	红色龙鳞长靴
Red Dragonscale Leggings	红色龙鳞护腿
Red Dragonscale Shoulders	红色龙鳞护肩
Red Havoc Boots	红色浩劫长靴
Red Lumberjack Shirt	红色伐木工衬衫
Red Ring of Destruction	红色毁灭戒指
Red Rocket Cluster	红色火箭集束
Red Smoke Flare	红色烟雾信号
Red Winter Clothes	红色冬季服装
Red Workman's Shirt	红色工人衬衫
Redeemed Soul Cinch	救赎灵魂腰带
Redeemed Soul Legguards	救赎灵魂护腿
Redeemed Soul Moccasins	救赎灵魂软靴
Redeemed Soul Wristguards	救赎灵魂护腕
Redeemer's Alchemist Stone	救赎者的炼金石
Regal Dreadstone	华贵的恐惧石
Regal Nightseye	华贵的夜眼
Regal Shadow Crystal	华贵的暗影水晶
Regal Twilight Opal	华贵的暮光蛋白石
Reinforced Cobalt Chestpiece	加固钴蓝胸甲
Reinforced Cobalt Helm	加固钴蓝头盔
Reinforced Cobalt Legplates	加固钴蓝腿铠
Reinforced Cobalt Shoulders	加固钴蓝护肩
Reinforced Mining Bag	加固采矿袋
Reinforced Tiger Goggles	加固虎眼护目镜
Relentless Earthsiege Diamond	无情地震钻石
Relentless Earthstorm Diamond	无情大地风暴钻石
Resolute Ametrine	坚决的紫翠玉
Resolute Cape	坚决披风
Resolute Huge Citrine	坚决的巨型黄水晶
Resolute Monarch Topaz	坚决的帝王托帕石
Resplendent Ametrine	灿烂的紫翠玉
Resplendent Huge Citrine	灿烂的巨型黄水晶
Resplendent Monarch Topaz	灿烂的帝王托帕石
Resurgent Healing Potion	复苏治疗药水
Revantusk Disguise	雷文图斯克伪装
Revenant's Breastplate	恶鬼胸甲
Revenant's Treads	恶鬼长靴
Revitalizing Skyflare Diamond	复苏苍炎钻石
Rhino Dogs	犀牛肉狗
Rhinolicious Wormsteak	犀牛蠕虫排
Riding Crop	骑士马鞍
Righteous Gauntlets	正义护手
Righteous Greaves	正义护胫
Rigid Autumn's Glow	严格的秋光石
Rigid Dawnstone	严格的晨光石
Rigid Dragon's Eye	严格的龙眼石
Rigid Golden Draenite	严格的金色德莱尼石
Rigid King's Amber	严格的帝王黄水晶
Rigid Lionseye	严格的狮眼石
Rigid Sun Crystal	严格的阳光水晶
Ring of Arcane Shielding	奥术防护戒指
Ring of Bitter Shadows	苦涩暗影戒指
Ring of Earthen Might	大地之力戒指
Ring of Flowing Life	流动生命戒指
Ring of Northern Tears	北方之泪戒指
Ring of Scarlet Shadows	血色暗影戒指
Ring of Silver Might	白银之力戒指
